primary_key,caption,hashtag_count,mention_count,Cleaned Caption,Valence,Arousal,complexity_score,Concreteness_Score,Name_x,Sponsored,Json_Name,like_count,comment_count,File Name,Followers,Following,Posts,Category,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,engagement_rate
1219971,"The best French Onion Soup starts with the best ever cheese pull. 🧀🧀🧀🧀🧀
.
.
.
.
Get the recipe by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#frenchonionsoup #soupseason #cheesepull #cheeseporn #saycheese #madefromscratch https://thesuburbansoapbox.com/baked-french-onion-soup/  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings @challengedairyinc @pacificfoods @melissasproduce @jarlsberg_ #eatwhatyoulove #foodwinewomen #bhgcelebrate",29,10,"['best', 'french', 'onion', 'soup', 'starts', 'best', 'ever', 'cheese', 'pull', 'get', 'recipe', 'clicking', 'link', 'profile']",0.5905,0.3748749999999999,20.8649,3.2890190683571823,thesuburbansoapbox,0,1951940127275589955,171,16,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,61.001,98.041,31.771,4.811,46.291,16.000999999999998,64.33099999999999,42.671,26.001,16.000999999999998,2.671,2.671,2.671,1.001,1.001,1.001,1.001,1.001,9.331,7.671,2.671,6.001,1.001,2.671,1.001,1.001,7.671,4.331,1.001,6.001,1.001,6.001,1.001,4.331,2.671,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,2.671,2.671,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,4.331,1.001,2.671,2.671,1.001,1.001,1.001,1.001,1.001,1.001,14.331,1.001,1.001,1.001,1.001,1.001,1.001,14.331,1.001,1.001,1.001,2.671,1.001,1.001,1.001,1.001,1.001,1.001,6.001,4.331,1.001,2.671,2.671,1.001,1.001,1.001,4.331,1.001,2.671,1.001,1.001,1.001,1.001,1.001,1.001,79.331,16.000999999999998,1.001,1.001,1.001,1.001,64.33099999999999,9.331,0.016613361762615495
1219972,"One for you....three for me. Strawberry Banana Smoothies soooo good you’ll want to keep them for yourself. 🍓🍌🍓🍌🍓🍌🍓And that’s totally cool because they take under 2 minutes to make, not watered down by ice and are completely healthy!!!! My FAVE way to start the day!!!!
.
.
.
.
Get the recipe by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#smoothielove #smoothierecipes #strawberrysmoothie #strawberrybanana https://thesuburbansoapbox.com/easy-strawberry-banana-smoothie-recipe/ #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings @chobani @dolesunshine @melissasproduce #eatwhatyoulove #healthyme #foodwinewomen #bhgcelebrate",28,9,"['one', 'three', 'strawberry', 'banana', 'smoothies', 'soooo', 'good', '’', 'want', 'keep', '’', 'totally', 'cool', 'take', '2', 'minutes', 'make', 'watered', 'ice', 'completely', 'healthy', 'fave', 'way', 'start', 'day', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6972727272727274,0.3582727272727273,22.600900000000003,3.142180701354946,thesuburbansoapbox,0,1952369845875488366,138,13,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,93.001,83.281,60.461,10.431,100.001,16.331,49.911,66.221,53.171,35.781,10.781,9.701,4.260999999999999,1.001,4.260999999999999,1.001,3.171,2.091,9.701,4.260999999999999,5.351,12.961,4.260999999999999,3.171,4.260999999999999,2.091,11.871,7.521,5.351,1.001,1.001,1.001,1.001,12.961,1.001,7.521,1.001,3.171,2.091,1.001,3.171,2.091,1.001,8.611,8.611,1.001,2.091,2.091,1.001,1.001,1.001,1.001,1.001,6.431,1.001,1.001,1.001,1.001,1.001,1.001,6.431,1.001,1.001,1.001,1.001,2.091,1.001,1.001,2.091,1.001,1.001,1.001,1.001,1.001,1.001,11.871,2.091,1.001,2.091,1.001,1.001,1.001,10.781,1.001,1.001,2.091,3.171,1.001,1.001,1.001,1.001,1.001,1.001,11.871,9.701,1.001,1.001,5.351,1.001,1.001,5.351,4.260999999999999,1.001,3.171,2.091,3.171,3.171,1.001,1.001,2.091,66.221,16.221,2.091,1.001,9.701,3.171,39.041,8.611,0.013415067519545132
1219973,"It’s Tuesday and I’m already thinking about Sunday football.....THIS Buffalo Chicken Dip is the reason. That and the fact that the Eagles are playing. Tailgating starting on Friday...who’s in???? 🏈🏈🏈🏈
.
.
.
.
Get the recipe and more by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#buffalochickendip #buffalochicken #gamedayfood #madefromscratch https://thesuburbansoapbox.com/the-very-best-buffalo-chicken-dip-recipe/ #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings @hellmannsmayonnaise @franksredhot @perduechicken #eatwhatyoulove #foodwinewomen #bhgcelebrate",28,9,"['’', 'tuesday', '’', 'already', 'thinking', 'sunday', 'football', 'buffalo', 'chicken', 'dip', 'reason', 'fact', 'eagles', 'playing', 'tailgating', 'starting', 'friday', '’', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6386428571428571,0.3918571428571429,22.055300000000003,3.191200036291736,thesuburbansoapbox,0,1952698103028383176,167,10,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,80.001,73.021,33.921,23.321,39.561,14.171,57.961,52.901,37.711,31.381,9.861,4.801,3.531,1.001,1.001,1.001,1.001,6.061,13.661,7.331,2.271,7.331,7.331,3.531,4.801,1.001,13.661,2.271,2.271,1.001,1.001,1.001,1.001,16.191,1.001,3.531,3.531,2.271,1.001,1.001,1.001,1.001,1.001,2.271,2.271,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,2.271,1.001,1.001,1.001,1.001,1.001,1.001,2.271,1.001,1.001,1.001,1.001,2.271,1.001,1.001,2.271,4.801,4.801,1.001,1.001,1.001,1.001,8.591000000000001,1.001,1.001,1.001,1.001,1.001,1.001,8.591000000000001,1.001,1.001,1.001,2.271,1.001,1.001,1.001,1.001,1.001,1.001,2.271,3.531,1.001,1.001,3.531,1.001,1.001,1.001,7.331,2.271,7.331,1.001,1.001,1.001,1.001,1.001,1.001,76.95100000000001,23.781,1.001,6.061,1.001,4.801,45.301,6.061,0.01572494669509595
1219974,"Pigs in a Blanket are a game day staple and this pile of heaven is the BEST EVER! You’re going to want to make them ASAP!!!!
💃🏼💃🏼💃🏼💃🏼💃🏼
.
.
.
.
Get the recipe and more by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#tailgating #phillyphilly #pigsinablanket #gamedayfood https://thesuburbansoapbox.com/easy-homemade-pigs-in-a-blanket/  #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings @pepperidgefarm @mailleus @hillshirefarm #eatwhatyoulove #foodwinewomen #bhgcelebrate",28,9,"['pigs', 'blanket', 'game', 'day', 'staple', 'pile', 'heaven', 'best', 'ever', '’', 'going', 'want', 'make', 'asap', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6594615384615385,0.3987692307692307,21.7577,3.157842450636413,thesuburbansoapbox,0,1953225440396458425,146,10,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,75.001,92.261,57.181,2.971,40.971,15.801,51.001,52.351,38.841,30.731,6.4110000000000005,5.051,2.351,1.001,2.351,1.001,2.351,2.351,11.811,7.761,2.351,10.461,5.051,2.351,5.051,1.001,11.811,3.701,3.701,2.351,1.001,2.351,1.001,10.461,2.351,3.701,1.001,2.351,2.351,1.001,1.001,1.001,1.001,2.351,2.351,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.701,1.001,1.001,1.001,1.001,1.001,1.001,3.701,1.001,1.001,1.001,1.001,2.351,1.001,1.001,2.351,6.4110000000000005,3.701,1.001,2.351,1.001,2.351,7.761,1.001,1.001,1.001,1.001,1.001,1.001,7.761,1.001,1.001,2.351,2.351,1.001,1.001,1.001,1.001,1.001,1.001,6.4110000000000005,3.701,1.001,1.001,3.701,1.001,1.001,1.001,5.051,1.001,5.051,3.701,2.351,2.351,1.001,1.001,1.001,67.221,11.811,1.001,1.001,7.761,2.351,48.301,14.511,0.013859275053304905
1219975,"Tomorrow morning on @fox29philly Good Day Philadelphia I’m making these ahhhhhhmazing Shrimp Po Boys with a Philly twist! .
.
Tune in at 8:30 AM EST to see what else I’m making to kick off the tailgate for this weekend’s @philadelphiaeagles 🦅🦅🦅 and @saints ⚜️⚜️⚜️game.🏈🏈🏈🏈🏈
.
.
.
Get the recipe and more by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#shrimppoboy #poboy #neworleansfood #phillyphilly #philadelphiaeagles #gamedayfood https://thesuburbansoapbox.com/cornmeal-crusted-shrimp-po-boy/ #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings @hellmannsmayonnaise @tabasco @gortonsseafood #eatwhatyoulove #foodwinewomen #bhgcelebrate",30,12,"['tomorrow', 'morning', 'good', 'day', 'philadelphia', '’', 'making', 'ahhhhhhmazing', 'shrimp', 'po', 'boys', 'philly', 'twist', 'tune', '8', '30', 'est', 'see', 'else', '’', 'making', 'kick', 'tailgate', 'weekend', '’', 'game', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6345625,0.4245625,22.402500000000003,3.183230182451755,thesuburbansoapbox,0,1954138738734246875,189,22,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,94.001,93.191,24.051,18.191000000000003,36.471,24.251,49.391,56.911,37.561,27.881,7.451,4.231,4.231,1.001,1.001,1.001,1.001,4.231,9.601,5.301,5.301,11.751,4.231,2.081,3.151,1.001,10.681,3.151,4.231,1.001,1.001,1.001,1.001,11.751,1.001,4.231,1.001,3.151,1.001,1.001,1.001,2.081,1.001,4.231,3.151,2.081,2.081,2.081,1.001,1.001,1.001,1.001,1.001,2.081,1.001,1.001,1.001,1.001,1.001,1.001,2.081,1.001,1.001,1.001,2.081,2.081,1.001,1.001,2.081,4.231,3.151,1.001,1.001,1.001,2.081,7.451,1.001,1.001,1.001,1.001,1.001,1.001,7.451,1.001,1.001,1.001,2.081,1.001,1.001,1.001,1.001,1.001,1.001,5.301,7.451,1.001,3.151,3.151,2.081,2.081,1.001,5.301,1.001,4.231,2.081,2.081,2.081,1.001,2.081,1.001,60.141,11.751,1.001,1.001,2.081,4.231,45.091,12.831,0.0187455579246624
1219976,"Take a dive into this White Queso Dip.....and live your best life. .💃🏼💃🏼💃🏼
.
.
.
Made from scratch....a game day must have.
.
.
.
.
Get the recipe and more by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#whitequeso #queso #cheeselover #gamedayfood #phillyphilly https://thesuburbansoapbox.com/best-white-queso-dip/ #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings  @lovemyphilly #eatwhatyoulove #foodwinewomen #bhgcelebrate",29,7,"['take', 'dive', 'white', 'queso', 'dip', 'live', 'best', 'life', 'made', 'scratch', 'game', 'day', 'must', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6474615384615385,0.4942307692307693,21.4105,3.2083579405790346,thesuburbansoapbox,0,1954737391610099542,155,13,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,69.001,94.031,49.801,2.391,1.001,14.601,52.471,53.941,36.291,23.061,5.4110000000000005,3.941,2.471,1.001,2.471,1.001,1.001,2.471,12.761,6.881,2.471,6.881,2.471,1.001,3.941,1.001,11.291,5.4110000000000005,3.941,2.471,1.001,2.471,1.001,6.881,1.001,5.4110000000000005,1.001,2.471,3.941,1.001,3.941,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,3.941,1.001,1.001,1.001,1.001,1.001,1.001,2.471,1.001,1.001,1.001,1.001,2.471,1.001,1.001,2.471,3.941,3.941,1.001,1.001,1.001,1.001,12.761,1.001,1.001,1.001,1.001,1.001,1.001,11.291,1.001,1.001,1.001,3.941,1.001,1.001,1.001,1.001,1.001,1.001,9.821,9.821,1.001,2.471,5.4110000000000005,2.471,1.001,2.471,2.471,5.4110000000000005,1.001,1.001,1.001,1.001,1.001,1.001,1.001,84.821,34.821,1.001,1.001,1.001,1.001,51.001,9.821,0.014925373134328358
1219977,"Extra Crispy BAKED Buffalo Wings are really a thing! And you can make them at home for the game tomorrow and not totally blow up your healthy eating resolutions. 🥳🥳🥳
.
.
.
.
Get the recipe and more by cooking the link in my profile @thesuburbansoapbox .
.
.
.
#buffalowings #chickenwings #gamedayfood #healthysnacks https://thesuburbansoapbox.com/best-baked-buffalo-wings-recipe/#getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings  @franksredhot @perduechicken #eatwhatyoulove #foodwinewomen #bhgcelebrate",28,8,"['extra', 'crispy', 'baked', 'buffalo', 'wings', 'really', 'thing', 'make', 'home', 'game', 'tomorrow', 'totally', 'blow', 'healthy', 'eating', 'resolutions', 'get', 'recipe', 'cooking', 'link', 'profile']",0.6743529411764705,0.448235294117647,21.856900000000003,3.2584000000000004,thesuburbansoapbox,0,1955555367628063544,141,13,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,76.001,81.251,56.961,2.911,1.001,16.000999999999998,53.001,57.001,42.331,31.671000000000003,7.671,6.331,2.331,1.001,3.671,1.001,2.331,2.331,10.331,6.331,2.331,7.671,3.671,3.671,5.001,2.331,10.331,6.331,3.671,1.001,1.001,1.001,1.001,10.331,1.001,7.671,1.001,2.331,2.331,1.001,3.671,2.331,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,6.331,2.331,2.331,1.001,1.001,1.001,1.001,5.001,1.001,1.001,1.001,1.001,3.671,2.331,1.001,2.331,5.001,3.671,2.331,1.001,1.001,1.001,13.001,2.331,1.001,2.331,1.001,1.001,1.001,11.671,1.001,1.001,1.001,2.331,1.001,2.331,1.001,1.001,1.001,1.001,3.671,6.331,1.001,1.001,5.001,1.001,1.001,2.331,2.331,1.001,3.671,2.331,1.001,1.001,1.001,1.001,1.001,58.331,13.001,1.001,1.001,2.331,1.001,45.001,5.001,0.013681592039800995
1219978,"Drowning my sorrows for an 🦅 loss in a mug of hot cocoa....with a special ingredient, possibly? Where are my @saints fans??? Good game!!!!! .
.
.
.
Get the recipe by clicking the link in my profile @thesuburbansoapbox .
.
.
.
 @philadelphiaeagles #phillyphilly #eaglesnation #hotchocolate #hotcocoa #snowdays https://thesuburbansoapbox.com/best-hot-cocoa-mix-recipe/ #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings  @ghirardelli @dominosugar @nielsenmassey #eatwhatyoulove #foodwinewomen #bhgcelebrate",29,11,"['drowning', 'sorrows', 'loss', 'mug', 'hot', 'cocoa', 'special', 'ingredient', 'possibly', 'fans', 'good', 'game', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6293076923076923,0.4406923076923077,21.4601,3.2242370531666977,thesuburbansoapbox,0,1956308163046483168,109,7,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,73.001,97.241,19.971,4.811,21.231,15.401,60.721,45.441,30.171000000000003,24.611,5.171,5.171,5.171,1.001,1.001,1.001,1.001,1.001,12.111,7.941000000000001,2.391,9.331,2.391,3.781,1.001,1.001,5.171,3.781,1.001,1.001,1.001,1.001,1.001,3.781,1.001,2.391,1.001,1.001,1.001,2.391,1.001,1.001,1.001,6.561,3.781,3.781,3.781,2.391,2.391,1.001,1.001,2.391,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,2.391,1.001,1.001,2.391,3.781,2.391,1.001,1.001,1.001,2.391,9.331,1.001,1.001,1.001,1.001,1.001,1.001,7.941000000000001,2.391,1.001,1.001,2.391,1.001,1.001,1.001,1.001,2.391,1.001,5.171,6.561,1.001,1.001,5.171,1.001,1.001,2.391,1.001,1.001,2.391,1.001,1.001,1.001,1.001,1.001,1.001,84.331,17.671000000000003,2.391,6.561,7.941000000000001,1.001,53.781,2.391,0.010305614783226724
1219979,"Getting dinner on the table just got so much easier. Would you believe me if I said you could have dinner on the table tonight in just 10 minutes? This Sweet Chili Glazed Salmon is sooooo easy and sooooo healthy! AND just one pan to clean. 💃🏼💃🏼💃🏼💃🏼💃🏼
.
.
.
.
Get the recipe and more by clicking the link in my profile @thesuburbansoapbox .
.
.
.
.
#salmondinner #sheetpandinner #healthymom #healthykidsfood https://thesuburbansoapbox.com/sweet-chili-orange-glazed-salmon/  #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings  @kikkomanusa  #eatwhatyoulove #foodwinewomen #bhgfood",28,7,"['getting', 'dinner', 'table', 'got', 'much', 'easier', 'would', 'believe', 'said', 'could', 'dinner', 'table', 'tonight', '10', 'minutes', 'sweet', 'chili', 'glazed', 'salmon', 'sooooo', 'easy', 'sooooo', 'healthy', 'one', 'pan', 'clean', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6907368421052632,0.3225789473684211,22.7001,3.0880723975428883,thesuburbansoapbox,0,1956799194879783238,117,7,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,93.001,70.641,41.061,3.851,85.90100000000001,14.141,43.391,61.871,49.911,34.701,7.521,6.431,4.260999999999999,1.001,3.171,1.001,1.001,2.091,10.781,5.351,4.260999999999999,7.521,5.351,5.351,6.431,1.001,11.871,8.611,5.351,1.001,1.001,1.001,1.001,9.701,1.001,5.351,2.091,1.001,3.171,2.091,1.001,2.091,1.001,5.351,5.351,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,4.260999999999999,2.091,1.001,1.001,1.001,1.001,2.091,3.171,1.001,1.001,1.001,1.001,2.091,1.001,1.001,2.091,1.001,1.001,1.001,1.001,1.001,1.001,12.961,2.091,1.001,2.091,1.001,1.001,1.001,11.871,1.001,1.001,1.001,4.260999999999999,1.001,1.001,1.001,1.001,1.001,1.001,5.351,4.260999999999999,1.001,1.001,3.171,1.001,1.001,1.001,3.171,2.091,2.091,1.001,3.171,3.171,1.001,1.001,3.171,51.001,12.961,1.001,2.091,2.091,1.001,36.871,11.871,0.01101634683724236
1219980,"Winner, winner.....Cheesy Spinach Dip Stuffed Chicken Dinner. 💚💚💚
.
.
.
.
Get the recipe and more by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#spinachdip #stuffedchicken #chickendinner #cheeselover https://thesuburbansoapbox.com/cheesy-spinach-stuffed-chicken-breast/ #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings  @greengiant @lovemyphilly @perduechicken #eatwhatyoulove #itmustbethephilly #foodwinewomen #bhgcelebrate",29,9,"['winner', 'winner', 'cheesy', 'spinach', 'dip', 'stuffed', 'chicken', 'dinner', 'get', 'recipe', 'clicking', 'link', 'profile']",0.6781818181818182,0.454,20.8153,3.6975,thesuburbansoapbox,0,1957723210000010466,158,11,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,58.001,94.581,31.301,2.001,75.93100000000001,15.251,71.18100000000001,34.331,18.541,13.281,2.751,2.751,2.751,1.001,1.001,1.001,1.001,1.001,8.021,4.510999999999999,2.751,4.510999999999999,1.001,1.001,2.751,1.001,4.510999999999999,4.510999999999999,2.751,4.510999999999999,1.001,4.510999999999999,4.510999999999999,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,4.510999999999999,4.510999999999999,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,2.751,1.001,1.001,2.751,1.001,1.001,1.001,1.001,1.001,1.001,15.041,1.001,1.001,1.001,1.001,1.001,1.001,15.041,1.001,1.001,1.001,2.751,1.001,1.001,1.001,4.510999999999999,1.001,1.001,2.751,2.751,1.001,1.001,2.751,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,90.471,25.561,2.751,1.001,1.001,1.001,64.161,6.261,0.015014214641080314
1219981,"I know we’re all supposed to be “eating mindfully” right now because resolutions but snow is coming and it’s got me craving carb-y, creamy comfort food like these easy Scalloped Potatoes. You know you are too. Bikini season is still months away. Just sayin. 👙
.
.
.
.
Get the recipe by clicking the link in my profile @thesuburbansoapbox .
.
.
.
#scallopedpotatoes #potatoes #comfortfoods #sidedish #madefromscratch https://thesuburbansoapbox.com/easy-scalloped-potatoes-recipe/  #getinmybelly  #theeverymom #foodielife #phillyfoodie #f52familystyle #foodblogeats #foodblogfeed #feedfeed  #eatingfortheinsta #devourpower #heresmyfood  #gloobyfood #theeverygirlcooks #bhgstylemaker #williamsonoma  @thefeedfeed  @delish #ediblephilly @williamssonoma #mainlinetoday  @thecookfeed  #phillyblogger  #mainlineparent #eatprettythings  @challengedairyinc @idahopotatoes #eatwhatyoulove #foodaholic #foodwinewomen #yougottaeatthis",30,8,"['know', '’', 'supposed', '“', 'eating', 'mindfully', '”', 'right', 'resolutions', 'snow', 'coming', '’', 'got', 'craving', 'carb', 'creamy', 'comfort', 'food', 'like', 'easy', 'scalloped', 'potatoes', 'know', 'bikini', 'season', 'still', 'months', 'away', 'sayin', 'get', 'recipe', 'clicking', 'link', 'profile']",0.70835,0.38295,22.5017,2.934277208263186,thesuburbansoapbox,0,1958135985608115061,166,6,thesuburbansoapbox,11256,2281,2460,Creators & Celebrities,2.001,92.001,47.901,54.181,14.681,86.37100000000001,14.001,50.451,61.441,40.561,30.671000000000003,9.791,7.591,4.301,2.101,3.201,1.001,1.001,3.201,6.4910000000000005,3.201,2.101,5.401000000000001,8.691,5.401000000000001,4.301,1.001,16.381,2.101,3.201,3.201,2.101,2.101,1.001,18.581,2.101,8.691,3.201,2.101,3.201,1.001,1.001,2.101,1.001,5.401000000000001,5.401000000000001,1.001,3.201,3.201,1.001,1.001,1.001,1.001,1.001,5.401000000000001,2.101,2.101,1.001,1.001,1.001,1.001,4.301,1.001,1.001,1.001,1.001,3.201,2.101,1.001,2.101,1.001,1.001,1.001,1.001,1.001,1.001,13.091,1.001,1.001,1.001,1.001,1.001,1.001,13.091,1.001,1.001,2.101,3.201,1.001,1.001,1.001,1.001,1.001,1.001,9.791,5.401000000000001,2.101,2.101,4.301,1.001,1.001,1.001,4.301,1.001,7.591,3.201,1.001,1.001,1.001,1.001,1.001,60.341,14.191,2.101,1.001,1.001,3.201,43.861,2.101,0.015280739161336177
